S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz,session_time_stamp
18,11,63,32,74,2,109,25,13,10,2,0,1,3,0,0,1,0,3,3,3,5,0,3,3,0,0,7,0,0,0,0,-0.192107260227203,-0.236887276172638,0.710909068584442,-0.017615033313632,-0.0234593339264393,0.397239029407501,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
12,1,63,33,77,0,106,31,12,6,1,1,0,0,0,0,1,1,3,3,0,7,0,2,1,0,0,0,3,1,1,4,-0.192096024751663,-0.237335816025734,0.711095631122589,-0.0195942148566246,-0.0226155929267406,0.397563338279724,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
13,3,60,35,75,1,98,27,12,9,0,2,0,0,0,1,0,0,3,1,3,7,4,3,1,3,5,3,1,0,0,6,-0.192047461867332,-0.2377869784832,0.711268961429596,-0.0215849801898003,-0.0218445099890232,0.397892355918884,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
19,1,62,34,73,0,101,25,15,7,1,0,0,0,0,0,3,1,3,1,3,6,6,4,0,3,0,3,10,0,0,2,-0.191974759101868,-0.23846498131752,0.711513876914978,-0.024618461728096,-0.0206554271280766,0.398430049419403,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
17,0,60,28,74,0,101,27,9,7,0,0,0,0,0,0,2,0,2,2,0,5,3,0,1,0,0,6,0,1,1,6,-0.191931486129761,-0.238945424556732,0.711685538291931,-0.0265842154622078,-0.0199088230729103,0.398784339427948,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
16,0,61,37,78,0,108,26,12,7,3,0,8,2,0,0,0,0,2,2,1,7,11,4,0,1,1,3,2,0,0,1,-0.191924035549164,-0.239657282829285,0.711944878101349,-0.0295424275100231,-0.0188620425760746,0.399318724870682,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
13,0,60,32,74,9,104,31,12,6,2,0,1,0,0,3,0,3,5,0,13,4,3,5,0,0,3,3,3,3,1,0,-0.19192036986351,-0.240139454603195,0.712121844291687,-0.0315352641046047,-0.0181802697479725,0.399703532457352,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
16,2,56,37,76,0,102,25,13,8,0,0,2,3,0,0,1,1,3,2,0,9,2,5,0,0,0,0,1,3,6,0,-0.191918313503265,-0.240616694092751,0.712303400039673,-0.0334995649755001,-0.0175760053098202,0.400069028139114,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
16,0,61,32,71,2,105,27,11,7,3,0,0,1,0,7,2,0,4,1,1,7,4,0,2,0,0,3,0,0,1,3,-0.191888526082039,-0.241266816854477,0.712497532367706,-0.0364488065242767,-0.0167093891650438,0.400659441947937,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
16,2,64,31,75,1,105,23,12,7,2,0,0,3,0,0,3,1,2,6,0,13,0,3,1,8,0,1,3,0,1,3,-0.191866785287857,-0.241787061095238,0.712681889533997,-0.0384843125939369,-0.0161481834948063,0.401077806949616,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
