S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz,session_time_stamp
53,0,60,7,100,0,52,19,0,10,0,1,0,0,0,0,0,0,4,5,0,1,0,0,0,0,0,2,0,8,5,1,-0.130768939852715,-0.262981712818146,0.71491414308548,0.119896471500397,-0.133804976940155,0.476146101951599,0.307832330465317,-0.27227845788002,0.436892956495285,28_Oct_2024_16_02
48,2,59,9,92,1,48,20,0,10,0,0,2,0,0,0,0,0,0,1,2,2,1,0,0,2,0,4,13,0,0,0,-0.130515515804291,-0.262654334306717,0.714939892292023,0.122946575284004,-0.134282186627388,0.477890342473984,0.313802570104599,-0.268357992172241,0.43651682138443,28_Oct_2024_16_02
49,4,48,11,92,0,54,21,2,7,1,0,0,1,0,1,0,7,0,0,1,0,2,0,0,0,0,2,0,1,0,2,-0.130338966846466,-0.262461155653,0.714929699897766,0.124959766864777,-0.134602561593056,0.479022741317749,0.317642539739609,-0.265692800283432,0.436293363571167,28_Oct_2024_16_02
52,0,41,9,86,0,48,17,0,8,3,0,13,0,0,0,1,0,2,1,0,5,1,0,0,1,0,1,0,0,3,2,-0.130169779062271,-0.262290239334106,0.714898109436035,0.126937121152878,-0.134925499558449,0.480117291212082,0.321285665035248,-0.263129621744156,0.435994684696198,28_Oct_2024_16_02
54,7,41,3,83,0,56,15,2,7,2,1,0,1,0,1,0,0,4,0,1,3,0,1,0,0,0,2,0,0,1,0,-0.129881381988525,-0.262055069208145,0.714848577976227,0.129791766405106,-0.135418638586998,0.481719195842743,0.326591610908508,-0.258015871047974,0.436402767896652,28_Oct_2024_16_02
50,1,38,9,86,0,47,20,3,10,0,0,0,1,0,2,13,0,4,0,0,1,2,0,0,0,0,2,0,2,0,3,-0.129672229290008,-0.261901676654816,0.714818477630615,0.131611317396164,-0.13572733104229,0.48275089263916,0.330061316490173,-0.255471587181091,0.435968935489654,28_Oct_2024_16_02
53,0,34,7,85,0,46,20,1,8,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,2,2,2,-0.129445180296898,-0.261754006147385,0.714785993099213,0.133332848548889,-0.135998383164406,0.483762115240097,0.333715438842773,-0.253059089183807,0.435281932353973,28_Oct_2024_16_02
53,1,31,9,84,0,44,20,2,8,0,4,0,0,0,0,1,0,5,8,9,5,0,0,0,0,0,2,0,2,0,4,-0.129114985466003,-0.261524885892868,0.714736580848694,0.1357691437006,-0.136396914720535,0.485203623771668,0.338711977005005,-0.248956054449081,0.434766441583633,28_Oct_2024_16_02
52,0,33,11,83,0,46,23,1,8,3,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,1,1,0,-0.128835439682007,-0.261453807353973,0.71459949016571,0.137325003743172,-0.136592105031013,0.486156731843948,0.341818392276764,-0.246119111776352,0.434532314538956,28_Oct_2024_16_02
50,2,33,4,75,2,42,20,2,4,0,7,0,0,0,0,1,0,1,2,0,6,0,3,1,0,0,2,0,1,0,0,-0.128546521067619,-0.261398017406464,0.714482367038727,0.13882914185524,-0.13674621284008,0.487083524465561,0.344755411148071,-0.243401885032654,0.434286415576935,28_Oct_2024_16_02
